Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,SalePrice
1091,90,60,8544,3,4,1040,0,0,1040,0,0,2,0,2,2,0,0,0,0,0,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,Slab,NA,NA,NA,NA,NA,Wall,Fa,N,FuseA,2,400,6,0,0,0,0,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1950,1950,1987,2009,92900
1092,160,24,2160,7,5,624,628,0,1252,1,0,2,1,2,1,212,510,0,90,600,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,2,462,4,0,0,48,0,0,0,0,0,3,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1999,2000,1999,2008,160000
1093,50,60,8400,6,5,1390,304,0,1694,0,0,2,0,4,1,0,423,0,758,1181,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,2,576,7,1,342,0,128,0,0,0,0,6,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1925,1950,1925,2008,136500
1094,20,71,9230,5,8,1200,0,0,1200,1,0,1,1,1,1,166,661,0,203,864,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,2,884,6,0,0,64,0,0,0,0,0,10,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1965,1998,1977,2006,146000
1095,20,74,5868,5,7,936,0,0,936,1,0,1,0,2,1,0,248,240,448,936,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,1,308,4,0,0,0,80,0,160,0,0,5,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1956,2000,1956,2010,129000
1096,20,78,9317,6,5,1314,0,0,1314,0,0,2,0,3,1,0,24,0,1290,1314,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,2,440,6,1,0,22,0,0,0,0,0,3,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2006,2006,2006,2007,176432
1097,70,60,6882,6,7,773,582,0,1355,0,0,1,1,3,1,0,0,0,684,684,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,7,0,136,0,115,0,0,0,0,3,Gd,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1914,2006,NA,2007,127000
1098,120,NA,3696,8,5,1088,0,0,1088,0,0,1,1,2,1,0,0,0,1074,1074,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,461,5,0,0,74,137,0,0,0,0,10,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1986,1986,1987,2007,170000
1099,50,50,6000,4,6,757,567,0,1324,0,0,1,0,3,1,0,672,0,0,672,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1,240,6,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1936,1950,1936,2009,128000
1100,20,82,11880,7,5,1601,0,0,1601,0,0,2,0,3,1,206,704,0,567,1271,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,478,7,1,0,0,0,0,0,0,0,4,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,COD,Abnorml,1978,1978,1978,2009,157000
1101,30,60,8400,2,5,438,0,0,438,0,0,1,0,1,1,0,290,0,0,290,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,TA,N,FuseF,1,246,3,0,0,0,0,0,0,0,0,1,Fa,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,1920,1950,1930,2009,60000
1102,20,61,9758,5,5,950,0,0,950,0,0,1,0,3,1,0,412,287,251,950,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,1,280,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1971,1971,1981,2007,119500
1103,20,70,7000,5,7,1134,0,0,1134,0,0,1,0,2,1,45,588,0,422,1010,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,254,6,0,0,16,0,0,0,0,0,4,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,MnWw,NA,WD,Family,1960,2002,1960,2007,135000
1104,20,79,8910,6,6,1194,0,0,1194,0,1,1,0,3,1,0,655,0,0,655,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,2,539,6,1,0,0,192,0,0,0,0,7,TA,Typ,Fa,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1959,1959,1954,2006,159500
1105,160,24,2016,5,5,630,672,0,1302,0,0,2,1,3,1,304,0,0,630,630,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,440,6,0,0,0,0,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1970,1970,1970,2007,106000
1106,60,98,12256,8,5,1500,1122,0,2622,1,0,2,1,3,1,362,1032,0,431,1463,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,712,9,2,186,32,0,0,0,0,0,4,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1994,1995,1994,2010,325000
1107,20,114,10357,7,5,1442,0,0,1442,1,0,2,0,3,1,0,738,0,172,910,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,2,719,6,1,0,244,0,0,0,0,0,5,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1990,1991,1990,2007,179900
1108,60,168,23257,7,5,887,1134,0,2021,0,0,2,1,3,1,0,0,0,868,868,RL,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,422,9,1,0,100,0,0,0,0,0,9,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2006,2006,2006,2006,274725
1109,60,NA,8063,6,5,948,742,0,1690,0,0,2,1,3,1,0,0,0,924,924,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,463,7,1,100,48,0,0,0,0,0,11,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Abnorml,2000,2000,2000,2007,181000
1110,20,107,11362,8,5,1836,0,0,1836,1,0,2,0,3,1,42,1039,0,797,1836,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,3,862,7,1,125,185,0,0,0,0,0,3,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2005,2004,2009,280000
1111,60,NA,8000,6,5,773,885,0,1658,1,0,2,1,3,1,0,219,0,554,773,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,2,431,8,1,224,84,0,0,0,0,0,6,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1995,1996,1995,2008,188000
1112,60,80,10480,7,6,1098,866,0,1964,0,0,2,1,4,1,660,403,0,400,803,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,483,8,1,0,69,0,0,0,0,0,9,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1976,1976,1976,2008,205000
1113,20,73,7100,5,7,816,0,0,816,1,0,1,0,2,1,0,708,0,108,816,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,FuseA,1,308,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1957,1957,1957,2006,129900
1114,20,66,8923,5,7,1008,0,0,1008,1,0,1,0,2,1,0,643,0,365,1008,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1,240,6,0,0,18,0,0,0,0,0,5,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1953,2006,1953,2007,134500
1115,20,90,5400,5,7,833,0,0,833,0,0,1,0,2,1,0,415,0,418,833,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,326,4,0,0,0,0,0,0,0,0,8,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1954,2000,1955,2006,117000
1116,20,93,12085,8,5,1734,0,0,1734,1,0,2,0,3,1,328,1004,0,730,1734,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3,928,7,1,0,0,0,0,0,0,0,11,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2007,2007,2007,2007,318000
1117,80,NA,7750,8,5,779,640,0,1419,1,0,2,1,3,1,0,353,0,55,408,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,527,7,1,120,0,0,0,0,0,0,3,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2002,2002,2002,2009,184100
1118,20,57,9764,5,7,894,0,0,894,1,0,1,0,3,1,0,702,0,192,894,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,2,450,5,0,0,0,0,0,0,0,0,5,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1967,2003,1967,2008,130000
1119,80,85,13825,5,6,1021,580,0,1601,0,1,1,0,3,1,0,0,0,533,533,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1,300,6,0,280,34,0,0,0,0,0,12,TA,Min2,NA,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1958,1987,1958,2008,140000
1120,20,70,7560,5,5,1040,0,0,1040,0,0,1,0,3,1,0,369,0,671,1040,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,FuseA,1,286,6,0,140,0,252,0,0,0,0,7,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Normal,1959,1959,1959,2006,133700
1121,30,59,8263,6,5,1012,0,0,1012,0,0,1,0,2,1,0,0,0,1012,1012,RM,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,1,308,6,1,0,22,112,0,0,0,0,5,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1920,1950,1920,2007,118400
1122,20,84,10084,7,5,1552,0,0,1552,0,0,2,0,3,1,196,24,0,1528,1552,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3,782,7,0,144,20,0,0,0,0,0,7,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2005,2006,2005,2006,212900
1123,20,NA,8926,4,3,960,0,0,960,0,0,1,0,3,1,0,0,0,672,672,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,1,288,5,0,64,0,0,0,160,0,0,10,TA,Typ,NA,Basment,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Abnorml,1956,1956,1956,2009,112000
1124,20,50,9405,5,9,698,0,0,698,0,1,1,0,2,1,0,0,0,698,698,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,4,0,0,200,0,0,0,0,0,6,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1947,2008,NA,2009,118000
1125,80,NA,9125,7,5,812,670,0,1482,0,0,2,1,3,1,170,0,0,384,384,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,392,7,1,100,25,0,0,0,0,0,7,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1992,1992,1992,2007,163900
1126,20,60,10434,4,5,1005,0,0,1005,0,0,1,0,2,1,0,0,0,1005,1005,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,672,5,1,0,0,0,0,0,0,0,11,Fa,Typ,TA,Detchd,Unf,Fa,Fa,Y,NA,NA,NA,WD,Normal,1955,1955,1977,2009,115000
1127,120,53,3684,7,5,1555,0,0,1555,0,0,2,0,2,1,130,0,0,1373,1373,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3,660,7,1,143,20,0,0,0,0,0,6,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2007,2007,2007,2009,174000
1128,20,182,14572,7,5,1530,0,0,1530,1,0,2,0,3,1,0,1300,0,230,1530,RL,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3,630,7,1,144,36,0,0,0,0,0,11,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Family,2004,2004,2004,2007,259000
1129,60,59,11796,7,5,847,1112,0,1959,0,0,2,1,4,1,0,0,0,847,847,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2,434,8,1,100,48,0,0,0,0,0,7,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2005,2004,2007,215000
1130,90,60,7200,5,5,936,0,0,936,1,0,1,0,2,1,180,936,0,0,936,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2,672,4,0,49,0,0,0,0,0,0,8,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1980,1980,1980,2007,140000
1131,50,65,7804,4,3,1328,653,0,1981,1,0,2,0,4,1,0,622,0,500,1122,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,2,576,7,2,431,44,0,0,0,0,0,12,Gd,Min2,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1928,1950,1981,2009,135000
1132,20,63,10712,5,5,974,0,0,974,0,0,1,0,3,1,0,212,0,762,974,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,0,0,5,0,0,28,0,0,0,0,0,9,TA,Typ,NA,NA,NA,NA,NA,Y,NA,MnPrv,NA,Oth,Abnorml,1991,1992,NA,2007,93500
1133,70,90,9900,6,4,1178,1032,0,2210,0,0,2,0,5,1,0,0,0,1008,1008,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasW,TA,Y,SBrkr,1,205,8,0,0,48,0,0,0,0,0,5,Fa,Typ,NA,Detchd,Unf,Fa,TA,N,NA,NA,NA,WD,Normal,1880,1950,1930,2007,117500
1134,60,80,9828,8,5,1142,878,0,2020,0,0,2,1,3,1,0,584,0,544,1128,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,466,8,1,0,155,0,0,0,0,0,6,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1995,1995,1995,2009,239500
1135,60,57,8773,6,5,916,684,0,1600,0,0,2,1,3,1,0,0,0,916,916,RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,2,460,7,1,100,38,0,0,0,0,0,8,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1997,1997,1997,2007,169000
1136,30,60,6180,6,5,986,0,0,986,0,0,1,0,2,1,0,0,0,960,960,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,1,180,5,1,0,128,0,0,0,0,0,5,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1926,1950,1926,2007,102000
1137,50,80,9600,6,5,1032,220,0,1252,0,0,1,0,3,1,0,280,0,752,1032,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,1,288,6,0,0,0,96,0,0,0,0,4,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Abnorml,1950,1950,1950,2008,119000
1138,50,54,6342,5,8,780,240,0,1020,0,0,1,0,2,1,0,0,0,780,780,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,0,0,6,0,0,0,176,0,0,0,0,5,TA,Typ,NA,NA,NA,NA,NA,N,NA,NA,NA,WD,Normal,1875,1996,NA,2010,94000
1139,20,NA,9819,6,5,1567,0,0,1567,1,0,2,0,2,1,0,1567,0,0,1567,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,2,714,5,2,264,32,0,0,0,0,0,5,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1977,1977,1977,2009,196000
1140,30,98,8731,5,5,1167,0,0,1167,0,0,1,0,3,1,0,645,0,270,915,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,TA,Fa,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,2,495,6,1,0,0,216,0,126,0,0,5,TA,Maj1,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1920,1950,1972,2007,144000
1141,20,60,7350,5,7,952,0,0,952,1,0,1,0,2,1,0,852,0,100,952,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,2,840,4,0,0,0,0,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,COD,Abnorml,1951,1951,1988,2008,139000
1142,60,NA,10304,5,7,1088,780,0,1868,1,0,2,1,4,1,44,381,0,399,780,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,484,9,1,448,96,0,0,0,0,0,10,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1976,1976,1976,2009,197500
